# [0]SEQN, [1]Timestamp, [2]Fix_Mode, [3]Num_SV, [4]GPS_Week, [5]TOW, [6]Latitude, [7]Longitude, [8]Ellipsoid_Altitude, [9]MSL_Altitude, [10]GDOP, [11]PDOP, [12]HDOP, [13]VDOP, [14]TDOP, [15]ECEF_X, [16]ECEF_Y, [17]ECEF_Z, [18]ECEF_VX, [19]ECEF_VY, [20]ECEF_VZ
107161,118158201009174,3,10,1854,66136.14,43.7972109,-120.660454,4209.51,4228.71,1.71,1.54,0.86,1.27,0.75,-2352976.56,-3969102.06,4394769.25,0.2,3.44,-7.22
107164,118158250618835,3,10,1854,66136.19,43.7972097,-120.6604547,4209.14,4228.34,1.71,1.54,0.86,1.27,0.75,-2352976.52,-3969101.88,4394768.91,0.41,3.48,-7.12
107166,118158306215849,3,10,1854,66136.24,43.7972086,-120.6604554,4208.84,4228.04,1.71,1.54,0.86,1.27,0.75,-2352976.5,-3969101.74,4394768.61,0.19,3.15,-6.55
107169,118158355731992,3,10,1854,66136.29,43.7972075,-120.6604562,4208.5,4227.7,1.71,1.54,0.86,1.27,0.75,-2352976.46,-3969101.57,4394768.29,0.32,3.48,-6.77
107171,118158406276129,3,10,1854,66136.34,43.7972065,-120.6604569,4208.18,4227.38,1.71,1.54,0.86,1.27,0.75,-2352976.44,-3969101.41,4394767.99,0.33,3.26,-6.42
107174,118158455339631,3,10,1854,66136.39,43.7972055,-120.6604576,4207.87,4227.07,1.71,1.54,0.86,1.27,0.75,-2352976.41,-3969101.25,4394767.69,0.28,3.17,-6.62
107176,118158505867914,3,10,1854,66136.44,43.7972043,-120.6604584,4207.52,4226.72,1.71,1.54,0.86,1.27,0.75,-2352976.38,-3969101.08,4394767.35,0.27,3.45,-6.81
107179,118158554924012,3,10,1854,66136.49,43.7972032,-120.6604592,4207.18,4226.38,1.71,1.54,0.86,1.27,0.75,-2352976.36,-3969100.91,4394767.02,0.29,3.33,-6.57
107181,118158605455578,3,10,1854,66136.54,43.7972019,-120.6604601,4206.82,4226.02,1.71,1.54,0.86,1.27,0.75,-2352976.34,-3969100.74,4394766.68,0.29,3.61,-7.04
107184,118158654785943,3,10,1854,66136.59,43.7972008,-120.660461,4206.48,4225.68,1.71,1.54,0.86,1.27,0.75,-2352976.32,-3969100.57,4394766.35,0.47,3.56,-6.84
107186,118158705555667,3,10,1854,66136.64,43.7971996,-120.6604618,4206.14,4225.34,1.71,1.54,0.86,1.27,0.75,-2352976.3,-3969100.4,4394766.01,0.38,3.42,-6.81
107189,118158754224775,3,10,1854,66136.69,43.7971985,-120.6604625,4205.84,4225.04,1.71,1.54,0.86,1.27,0.75,-2352976.28,-3969100.26,4394765.72,0.45,3.19,-6.49
107191,118158804500722,3,10,1854,66136.74,43.7971975,-120.6604631,4205.58,4224.78,1.71,1.54,0.86,1.27,0.75,-2352976.26,-3969100.13,4394765.46,0.29,3.0,-5.83
107194,118158854195659,3,10,1854,66136.79,43.7971964,-120.6604639,4205.26,4224.46,1.71,1.54,0.86,1.27,0.75,-2352976.24,-3969099.98,4394765.16,0.4,3.08,-6.24
107196,118158904245459,3,10,1854,66136.84,43.7971954,-120.6604645,4205.0,4224.2,1.71,1.54,0.86,1.27,0.75,-2352976.23,-3969099.86,4394764.9,0.26,2.89,-5.85
107199,118158953793100,3,10,1854,66136.89,43.7971943,-120.6604653,4204.69,4223.89,1.71,1.54,0.86,1.27,0.75,-2352976.21,-3969099.71,4394764.59,0.38,3.13,-6.15
107201,118159008598464,3,10,1854,66136.94,43.7971931,-120.6604659,4204.47,4223.67,1.71,1.54,0.86,1.27,0.75,-2352976.22,-3969099.62,4394764.35,0.31,3.03,-6.1
107204,118159053164466,3,10,1854,66136.99,43.797192,-120.6604664,4204.2,4223.4,1.71,1.54,0.86,1.27,0.75,-2352976.2,-3969099.5,4394764.06,0.1,2.53,-5.77
107206,118159104253784,3,10,1854,66137.04,43.7971908,-120.660467,4203.88,4223.08,1.71,1.54,0.86,1.27,0.75,-2352976.18,-3969099.36,4394763.75,0.45,3.14,-6.11
107209,118159152939654,3,10,1854,66137.09,43.7971897,-120.6604677,4203.54,4222.74,1.71,1.54,0.86,1.27,0.75,-2352976.14,-3969099.2,4394763.43,0.46,3.08,-6.34
107211,118159202938540,3,10,1854,66137.14,43.7971886,-120.6604684,4203.17,4222.37,1.71,1.54,0.86,1.27,0.75,-2352976.09,-3969099.01,4394763.08,0.81,3.78,-6.6
107214,118159255950519,3,10,1854,66137.19,43.7971875,-120.660469,4202.81,4222.01,1.71,1.54,0.86,1.27,0.75,-2352976.04,-3969098.83,4394762.74,0.71,3.46,-6.73
107216,118159302625518,3,10,1854,66137.24,43.7971865,-120.6604695,4202.41,4221.61,1.71,1.54,0.86,1.27,0.75,-2352975.98,-3969098.63,4394762.39,0.76,3.55,-6.79
107219,118159352200957,3,10,1854,66137.29,43.7971855,-120.6604701,4202.1,4221.3,1.71,1.54,0.86,1.27,0.75,-2352975.94,-3969098.48,4394762.09,0.73,3.6,-6.61
107221,118159402225754,3,10,1854,66137.34,43.7971843,-120.6604707,4201.55,4220.75,1.71,1.54,0.86,1.27,0.75,-2352975.83,-3969098.19,4394761.61,0.85,3.77,-6.77
107224,118159451499967,3,10,1854,66137.39,43.7971834,-120.6604713,4201.21,4220.41,1.71,1.54,0.86,1.27,0.75,-2352975.78,-3969098.02,4394761.31,0.7,3.85,-6.94
107226,118159501824313,3,10,1854,66137.44,43.7971823,-120.6604719,4200.91,4220.11,1.71,1.54,0.86,1.27,0.75,-2352975.75,-3969097.88,4394761.01,0.59,3.39,-6.66
107229,118159551424755,3,10,1854,66137.49,43.7971812,-120.6604724,4200.57,4219.77,1.71,1.54,0.86,1.27,0.75,-2352975.71,-3969097.72,4394760.69,0.68,3.41,-6.7
107231,118159601947450,3,10,1854,66137.54,43.7971801,-120.6604728,4200.43,4219.63,1.71,1.54,0.86,1.27,0.75,-2352975.72,-3969097.69,4394760.51,0.57,3.21,-6.56
107234,118159650694990,3,10,1854,66137.59,43.797179,-120.6604733,4200.09,4219.29,1.82,1.65,0.88,1.4,0.77,-2352975.68,-3969097.53,4394760.18,0.53,3.12,-5.93
107236,118159700931546,3,10,1854,66137.64,43.7971779,-120.660474,4199.74,4218.94,1.82,1.65,0.88,1.4,0.77,-2352975.64,-3969097.36,4394759.85,0.55,3.13,-6.1
107239,118159750173911,3,10,1854,66137.69,43.7971769,-120.6604746,4199.41,4218.61,1.82,1.65,0.88,1.4,0.77,-2352975.6,-3969097.2,4394759.54,0.58,3.17,-6.18
107241,118159800831191,3,10,1854,66137.74,43.7971758,-120.6604752,4199.06,4218.26,1.82,1.65,0.88,1.4,0.77,-2352975.56,-3969097.03,4394759.21,0.67,3.28,-6.3
107244,118159849993239,3,10,1854,66137.79,43.7971748,-120.660476,4198.73,4217.93,1.82,1.65,0.88,1.4,0.77,-2352975.53,-3969096.86,4394758.9,0.48,3.19,-6.33
107246,118159905726723,3,10,1854,66137.84,43.7971737,-120.6604767,4198.39,4217.59,1.82,1.65,0.88,1.4,0.77,-2352975.49,-3969096.69,4394758.57,0.68,3.38,-6.42
107249,118159955248383,3,10,1854,66137.89,43.7971726,-120.6604774,4198.03,4217.23,1.82,1.65,0.88,1.4,0.77,-2352975.46,-3969096.51,4394758.24,0.71,3.4,-6.45
107251,118160010555137,3,10,1854,66137.94,43.7971716,-120.6604782,4197.69,4216.89,1.82,1.65,0.88,1.4,0.77,-2352975.42,-3969096.33,4394757.92,0.67,3.39,-6.39
107254,118160054857000,3,10,1854,66137.99,43.7971705,-120.6604789,4197.34,4216.54,1.82,1.65,0.88,1.4,0.77,-2352975.38,-3969096.16,4394757.6,0.97,3.47,-6.65
107256,118160106174559,3,10,1854,66138.04,43.7971695,-120.6604795,4197.0,4216.2,1.82,1.65,0.88,1.4,0.77,-2352975.34,-3969095.98,4394757.28,0.91,3.48,-6.5
107259,118160154450461,3,10,1854,66138.09,43.7971684,-120.6604804,4196.64,4215.84,1.82,1.65,0.88,1.4,0.77,-2352975.31,-3969095.8,4394756.94,0.56,3.5,-6.56
107261,118160204913093,3,10,1854,66138.14,43.7971673,-120.6604813,4196.3,4215.5,1.82,1.65,0.88,1.4,0.77,-2352975.29,-3969095.62,4394756.62,0.79,3.54,-6.72
107264,118160254152245,3,10,1854,66138.19,43.7971662,-120.6604821,4195.94,4215.14,1.82,1.65,0.88,1.4,0.77,-2352975.26,-3969095.44,4394756.28,0.55,3.42,-6.8
107266,118160304887538,3,10,1854,66138.24,43.7971651,-120.660483,4195.6,4214.8,1.82,1.65,0.88,1.4,0.77,-2352975.24,-3969095.27,4394755.96,0.65,3.55,-6.63
107269,118160354626684,3,10,1854,66138.29,43.797164,-120.6604839,4195.25,4214.45,1.82,1.65,0.88,1.4,0.77,-2352975.22,-3969095.09,4394755.62,0.54,3.6,-6.83
107271,118160407167374,3,10,1854,66138.34,43.7971628,-120.6604848,4194.91,4214.11,1.71,1.54,0.86,1.27,0.75,-2352975.2,-3969094.92,4394755.3,0.45,3.42,-6.76
107274,118160454217561,3,10,1854,66138.39,43.7971616,-120.6604857,4194.56,4213.76,1.71,1.54,0.86,1.27,0.75,-2352975.18,-3969094.74,4394754.95,0.38,3.39,-6.98
107276,118160504775876,3,10,1854,66138.44,43.7971604,-120.6604866,4194.22,4213.42,1.71,1.54,0.86,1.27,0.75,-2352975.17,-3969094.57,4394754.62,0.3,3.38,-6.74
107279,118160554078304,3,10,1854,66138.49,43.7971592,-120.6604876,4193.88,4213.08,1.71,1.54,0.86,1.27,0.75,-2352975.16,-3969094.4,4394754.29,0.29,3.48,-6.87
107281,118160604359419,3,10,1854,66138.54,43.7971579,-120.6604886,4193.54,4212.74,1.71,1.54,0.86,1.27,0.75,-2352975.15,-3969094.24,4394753.96,0.19,3.33,-6.79
107284,118160653747124,3,10,1854,66138.59,43.7971567,-120.6604894,4193.21,4212.41,1.71,1.54,0.86,1.27,0.75,-2352975.14,-3969094.08,4394753.62,0.6,3.44,-6.91
107286,118160704188804,3,10,1854,66138.64,43.7971555,-120.6604902,4192.84,4212.04,1.71,1.54,0.86,1.27,0.75,-2352975.1,-3969093.89,4394753.27,0.63,3.5,-6.92
107289,118160753289950,3,10,1854,66138.69,43.7971542,-120.660491,4192.49,4211.69,1.71,1.54,0.86,1.27,0.75,-2352975.08,-3969093.73,4394752.93,0.65,3.58,-7.09
107291,118160803121147,3,10,1854,66138.74,43.7971529,-120.6604919,4192.13,4211.33,1.71,1.54,0.86,1.27,0.75,-2352975.06,-3969093.55,4394752.57,0.65,3.64,-7.12
107294,118160853150135,3,10,1854,66138.79,43.7971515,-120.6604928,4191.76,4210.96,1.71,1.54,0.86,1.27,0.75,-2352975.04,-3969093.38,4394752.21,0.18,3.3,-7.17
107296,118160903495294,3,10,1854,66138.84,43.7971501,-120.6604939,4191.41,4210.61,1.71,1.54,0.86,1.27,0.75,-2352975.04,-3969093.21,4394751.85,0.38,3.57,-7.12
107299,118160952690656,3,10,1854,66138.89,43.7971488,-120.660495,4191.05,4210.25,1.71,1.54,0.86,1.27,0.75,-2352975.04,-3969093.03,4394751.49,0.5,3.59,-7.2
107301,118161007326375,3,10,1854,66138.94,43.7971472,-120.6604962,4190.7,4209.9,1.71,1.54,0.86,1.27,0.75,-2352975.05,-3969092.86,4394751.13,-0.11,3.23,-7.42
107304,118161052290263,3,10,1854,66138.99,43.7971456,-120.6604974,4190.34,4209.54,1.71,1.54,0.86,1.27,0.75,-2352975.07,-3969092.7,4394750.75,-0.1,3.25,-7.66
107306,118161102896279,3,10,1854,66139.04,43.797144,-120.6604986,4190.02,4209.22,1.71,1.54,0.86,1.27,0.75,-2352975.09,-3969092.55,4394750.4,-0.12,3.11,-7.55
107309,118161151915781,3,10,1854,66139.09,43.7971424,-120.6604998,4189.68,4208.88,1.71,1.54,0.86,1.27,0.75,-2352975.12,-3969092.41,4394750.04,-0.37,3.06,-7.56
107311,118161202434426,3,10,1854,66139.14,43.7971408,-120.6605009,4189.34,4208.54,1.71,1.54,0.86,1.27,0.75,-2352975.13,-3969092.25,4394749.67,0.09,3.15,-7.72
107314,118161251475299,3,10,1854,66139.19,43.7971393,-120.660502,4189.0,4208.2,1.71,1.54,0.86,1.27,0.75,-2352975.14,-3969092.1,4394749.31,-0.16,3.15,-7.74
107316,118161301523074,3,10,1854,66139.24,43.7971376,-120.6605033,4188.64,4207.84,1.71,1.54,0.86,1.27,0.75,-2352975.16,-3969091.93,4394748.93,-0.36,3.04,-7.71
107319,118161351113179,3,10,1854,66139.29,43.7971359,-120.6605045,4188.31,4207.51,1.71,1.54,0.86,1.27,0.75,-2352975.19,-3969091.79,4394748.56,-0.37,2.89,-7.9
107321,118161401576020,3,10,1854,66139.34,43.7971341,-120.6605057,4187.97,4207.17,1.71,1.54,0.86,1.27,0.75,-2352975.22,-3969091.65,4394748.19,-0.53,2.96,-7.84
107324,118161450848138,3,10,1854,66139.39,43.7971323,-120.660507,4187.63,4206.83,1.71,1.54,0.86,1.27,0.75,-2352975.26,-3969091.5,4394747.81,-0.61,2.82,-8.03
107326,118161506728987,3,10,1854,66139.44,43.7971303,-120.6605083,4187.27,4206.47,1.71,1.54,0.86,1.27,0.75,-2352975.3,-3969091.36,4394747.4,-0.58,2.82,-8.11
107329,118161559842026,3,10,1854,66139.49,43.7971283,-120.6605096,4186.91,4206.11,1.71,1.54,0.86,1.27,0.75,-2352975.33,-3969091.21,4394746.99,-0.71,2.76,-8.23
107331,118161606407724,3,10,1854,66139.54,43.7971262,-120.660511,4186.54,4205.74,1.71,1.54,0.86,1.27,0.75,-2352975.37,-3969091.06,4394746.56,-0.6,2.93,-8.14
107334,118161655844877,3,10,1854,66139.59,43.7971241,-120.6605122,4186.17,4205.37,1.71,1.54,0.86,1.27,0.75,-2352975.41,-3969090.92,4394746.14,-0.72,2.6,-8.38
107336,118161706202957,3,10,1854,66139.64,43.7971219,-120.6605136,4185.81,4205.01,1.71,1.54,0.86,1.27,0.75,-2352975.45,-3969090.79,4394745.71,-0.72,2.71,-8.63
107339,118161755453284,3,10,1854,66139.69,43.7971198,-120.6605148,4185.45,4204.65,1.71,1.54,0.86,1.27,0.75,-2352975.49,-3969090.66,4394745.29,-0.81,2.6,-8.36
107341,118161805863465,3,10,1854,66139.74,43.7971176,-120.6605161,4185.08,4204.28,1.71,1.54,0.86,1.27,0.75,-2352975.53,-3969090.52,4394744.86,-0.61,2.71,-8.61
107344,118161855079919,3,10,1854,66139.79,43.7971153,-120.6605173,4184.74,4203.94,1.71,1.54,0.86,1.27,0.75,-2352975.57,-3969090.41,4394744.44,-0.97,2.47,-8.67
107346,118161905604780,3,10,1854,66139.84,43.797113,-120.6605185,4184.39,4203.59,1.71,1.54,0.86,1.27,0.75,-2352975.62,-3969090.29,4394744.02,-0.8,2.5,-8.7
107349,118161954637761,3,10,1854,66139.89,43.7971107,-120.6605198,4184.05,4203.25,1.71,1.54,0.86,1.27,0.75,-2352975.68,-3969090.18,4394743.59,-0.99,2.4,-8.66
107351,118162009047543,3,10,1854,66139.94,43.7971083,-120.6605211,4183.71,4202.91,1.71,1.54,0.86,1.27,0.75,-2352975.73,-3969090.07,4394743.16,-1.03,2.51,-8.93
107354,118162054239254,3,10,1854,66139.99,43.7971059,-120.6605224,4183.36,4202.56,1.71,1.54,0.86,1.27,0.75,-2352975.79,-3969089.97,4394742.73,-1.13,2.29,-8.8
107356,118162105810616,3,10,1854,66140.04,43.7971035,-120.6605235,4183.01,4202.21,1.71,1.54,0.86,1.27,0.75,-2352975.82,-3969089.86,4394742.3,-1.01,2.35,-8.83
107359,118162153763222,3,10,1854,66140.09,43.7971011,-120.6605247,4182.65,4201.85,1.71,1.54,0.86,1.27,0.75,-2352975.87,-3969089.75,4394741.86,-0.57,2.4,-8.96
107361,118162203836629,3,10,1854,66140.14,43.7970986,-120.660526,4182.28,4201.48,1.71,1.54,0.86,1.27,0.75,-2352975.93,-3969089.63,4394741.4,-1.19,2.14,-8.92
107364,118162253421915,3,10,1854,66140.19,43.797096,-120.6605274,4181.93,4201.13,1.71,1.54,0.86,1.27,0.75,-2352976.0,-3969089.53,4394740.95,-1.19,2.15,-8.93
107366,118162303820782,3,10,1854,66140.24,43.7970934,-120.6605289,4181.57,4200.77,1.71,1.54,0.86,1.27,0.75,-2352976.07,-3969089.42,4394740.49,-1.21,2.17,-9.07
107369,118162353425065,3,10,1854,66140.29,43.7970907,-120.6605304,4181.21,4200.41,1.71,1.54,0.86,1.27,0.75,-2352976.15,-3969089.31,4394740.02,-1.34,2.14,-9.17
107371,118162403582281,3,10,1854,66140.34,43.797088,-120.6605318,4180.86,4200.06,1.71,1.54,0.86,1.27,0.75,-2352976.23,-3969089.21,4394739.57,-1.31,2.1,-9.09
107374,118162453123777,3,10,1854,66140.39,43.7970853,-120.6605333,4180.52,4199.72,1.71,1.54,0.86,1.27,0.75,-2352976.31,-3969089.12,4394739.12,-1.39,2.12,-9.1
107376,118162503441209,3,10,1854,66140.44,43.7970827,-120.6605349,4180.17,4199.37,1.71,1.54,0.86,1.27,0.75,-2352976.39,-3969089.01,4394738.66,-1.48,2.14,-9.04
107379,118162552707669,3,10,1854,66140.49,43.79708,-120.6605363,4179.81,4199.01,1.71,1.54,0.86,1.27,0.75,-2352976.47,-3969088.91,4394738.2,-1.41,2.09,-9.22
107381,118162603067285,3,10,1854,66140.54,43.7970773,-120.6605379,4179.45,4198.65,1.71,1.54,0.86,1.27,0.75,-2352976.55,-3969088.8,4394737.72,-1.48,2.14,-9.18
107384,118162652323759,3,10,1854,66140.59,43.7970746,-120.6605394,4179.1,4198.3,1.71,1.54,0.86,1.27,0.75,-2352976.62,-3969088.7,4394737.27,-1.58,2.05,-9.13
107386,118162702810765,3,10,1854,66140.64,43.7970719,-120.6605409,4178.73,4197.93,1.71,1.54,0.86,1.27,0.75,-2352976.7,-3969088.58,4394736.79,-1.48,2.22,-9.29
107389,118162751844654,3,10,1854,66140.69,43.7970692,-120.6605425,4178.37,4197.57,1.71,1.54,0.86,1.27,0.75,-2352976.79,-3969088.47,4394736.33,-1.51,2.03,-9.09
107391,118162802448995,3,10,1854,66140.74,43.7970665,-120.6605441,4178.01,4197.21,1.71,1.54,0.86,1.27,0.75,-2352976.87,-3969088.36,4394735.87,-1.54,2.25,-8.97
107394,118162851494477,3,10,1854,66140.79,43.7970639,-120.6605455,4177.68,4196.88,1.71,1.54,0.86,1.27,0.75,-2352976.95,-3969088.27,4394735.43,-1.34,2.11,-9.07
107396,118162903470360,3,10,1854,66140.84,43.7970613,-120.6605471,4177.34,4196.54,1.71,1.54,0.86,1.27,0.75,-2352977.03,-3969088.16,4394734.98,-1.78,2.06,-8.91
107399,118162951132078,3,10,1854,66140.89,43.7970586,-120.6605488,4176.97,4196.17,1.71,1.54,0.86,1.27,0.75,-2352977.12,-3969088.05,4394734.51,-1.6,2.21,-9.11
107401,118163006155346,3,10,1854,66140.94,43.797056,-120.6605505,4176.63,4195.83,1.71,1.54,0.86,1.27,0.75,-2352977.22,-3969087.94,4394734.06,-1.71,2.34,-8.68
107404,118163050727634,3,10,1854,66140.99,43.7970534,-120.6605523,4176.25,4195.45,1.71,1.54,0.86,1.27,0.75,-2352977.3,-3969087.8,4394733.59,-1.57,2.56,-9.06
107406,118163106230851,3,10,1854,66141.04,43.7970508,-120.6605541,4175.87,4195.07,1.71,1.54,0.86,1.27,0.75,-2352977.39,-3969087.67,4394733.13,-1.58,2.49,-9.12
107409,118163156292594,3,10,1854,66141.09,43.7970483,-120.6605559,4175.52,4194.72,1.71,1.54,0.86,1.27,0.75,-2352977.48,-3969087.54,4394732.68,-1.69,2.51,-8.79
107411,118163206330731,3,10,1854,66141.14,43.7970458,-120.6605576,4175.18,4194.38,1.71,1.54,0.86,1.27,0.75,-2352977.58,-3969087.42,4394732.25,-1.68,2.53,-8.63
107414,118163255694271,3,10,1854,66141.19,43.7970433,-120.6605595,4174.79,4193.99,1.71,1.54,0.86,1.27,0.75,-2352977.66,-3969087.26,4394731.78,-1.62,2.63,-8.83
107416,118163305521417,3,10,1854,66141.24,43.7970408,-120.6605614,4174.37,4193.57,1.71,1.54,0.86,1.27,0.75,-2352977.74,-3969087.09,4394731.28,-1.52,2.97,-9.04
107419,118163355492088,3,10,1854,66141.29,43.7970384,-120.6605632,4174.02,4193.22,1.71,1.54,0.86,1.27,0.75,-2352977.83,-3969086.96,4394730.85,-1.54,2.79,-8.83
107421,118163405542656,3,10,1854,66141.34,43.797036,-120.6605651,4173.66,4192.86,1.71,1.54,0.86,1.27,0.75,-2352977.92,-3969086.81,4394730.41,-1.66,2.79,-8.41
107424,118163454910247,3,10,1854,66141.39,43.7970336,-120.6605671,4173.27,4192.47,1.71,1.54,0.86,1.27,0.75,-2352978.01,-3969086.65,4394729.95,-1.71,2.95,-8.58
107426,118163504916606,3,10,1854,66141.44,43.7970313,-120.660569,4172.91,4192.11,1.71,1.54,0.86,1.27,0.75,-2352978.1,-3969086.51,4394729.51,-1.57,2.89,-8.2
107429,118163554659035,3,10,1854,66141.49,43.7970291,-120.6605708,4172.57,4191.77,1.71,1.54,0.86,1.27,0.75,-2352978.18,-3969086.36,4394729.11,-1.53,3.01,-8.08
107431,118163604564543,3,10,1854,66141.54,43.7970266,-120.660573,4172.05,4191.25,1.71,1.54,0.86,1.27,0.75,-2352978.24,-3969086.11,4394728.54,-1.5,3.12,-8.25
107434,118163654254800,3,10,1854,66141.59,43.7970246,-120.6605748,4171.72,4190.92,1.71,1.54,0.86,1.27,0.75,-2352978.33,-3969085.97,4394728.15,-1.47,3.3,-8.4
107436,118163704315985,3,10,1854,66141.64,43.7970222,-120.660577,4171.22,4190.42,1.71,1.54,0.86,1.27,0.75,-2352978.39,-3969085.72,4394727.61,-1.16,4.02,-9.3
107439,118163753875010,3,10,1854,66141.69,43.7970203,-120.660579,4170.84,4190.04,1.71,1.54,0.86,1.27,0.75,-2352978.46,-3969085.53,4394727.19,-1.33,3.79,-8.51
107441,118163804393236,3,10,1854,66141.74,43.7970183,-120.6605811,4170.45,4189.65,1.71,1.54,0.86,1.27,0.75,-2352978.54,-3969085.34,4394726.77,-1.2,3.7,-8.3
107444,118163853441443,3,10,1854,66141.79,43.7970164,-120.660583,4170.09,4189.28,1.71,1.54,0.86,1.27,0.75,-2352978.61,-3969085.16,4394726.37,-1.25,3.57,-7.75
107446,118163904009046,3,10,1854,66141.84,43.7970146,-120.6605848,4169.7,4188.9,1.71,1.54,0.86,1.27,0.75,-2352978.67,-3969084.96,4394725.95,-1.08,3.77,-7.88
107449,118163953045100,3,10,1854,66141.89,43.7970129,-120.6605867,4169.33,4188.53,1.71,1.54,0.86,1.27,0.75,-2352978.72,-3969084.77,4394725.56,-1.11,3.7,-7.42
107451,118164008090019,3,10,1854,66141.94,43.7970112,-120.6605884,4168.95,4188.15,1.71,1.54,0.86,1.27,0.75,-2352978.78,-3969084.58,4394725.17,-0.99,3.64,-7.49
107454,118164056449311,3,10,1854,66141.99,43.7970096,-120.6605903,4168.62,4187.82,1.71,1.54,0.86,1.27,0.75,-2352978.84,-3969084.4,4394724.8,-0.95,3.91,-7.17
107456,118164104226406,3,10,1854,66142.04,43.797008,-120.6605921,4168.27,4187.47,1.71,1.54,0.86,1.27,0.75,-2352978.9,-3969084.21,4394724.43,-0.92,3.77,-7.25
107459,118164152555248,3,10,1854,66142.09,43.7970065,-120.6605938,4167.93,4187.13,1.71,1.54,0.86,1.27,0.75,-2352978.95,-3969084.03,4394724.07,-0.76,4.0,-7.02
107461,118164202770153,3,10,1854,66142.14,43.7970051,-120.6605955,4167.58,4186.78,1.71,1.54,0.86,1.27,0.75,-2352979.0,-3969083.84,4394723.72,-0.8,3.93,-7.06
107464,118164252233775,3,10,1854,66142.19,43.7970036,-120.6605972,4167.24,4186.44,1.71,1.54,0.86,1.27,0.75,-2352979.05,-3969083.66,4394723.37,-0.69,3.95,-6.87
107466,118164302686280,3,10,1854,66142.24,43.7970023,-120.6605989,4166.9,4186.1,1.71,1.54,0.86,1.27,0.75,-2352979.09,-3969083.46,4394723.02,-0.64,4.11,-6.97
107469,118164351987661,3,10,1854,66142.29,43.797001,-120.6606006,4166.54,4185.74,1.71,1.54,0.86,1.27,0.75,-2352979.13,-3969083.26,4394722.67,-0.43,4.24,-6.67
107471,118164402469779,3,10,1854,66142.34,43.7969998,-120.6606022,4166.19,4185.39,1.71,1.54,0.86,1.27,0.75,-2352979.16,-3969083.06,4394722.33,-0.44,4.25,-6.85
107474,118164451515262,3,10,1854,66142.39,43.7969985,-120.6606038,4165.84,4185.04,1.71,1.54,0.86,1.27,0.75,-2352979.19,-3969082.86,4394721.99,-0.38,4.23,-6.75
107476,118164501560732,3,10,1854,66142.44,43.7969974,-120.6606053,4165.49,4184.69,1.71,1.54,0.86,1.27,0.75,-2352979.21,-3969082.65,4394721.65,-0.34,4.25,-6.58
107479,118164551075967,3,10,1854,66142.49,43.7969963,-120.6606068,4165.14,4184.34,1.71,1.54,0.86,1.27,0.75,-2352979.23,-3969082.44,4394721.32,-0.01,4.37,-6.54
107481,118164601662917,3,10,1854,66142.54,43.7969953,-120.6606083,4164.79,4183.99,1.71,1.54,0.86,1.27,0.75,-2352979.24,-3969082.24,4394721.0,-0.09,4.17,-6.35
107484,118164650714546,3,10,1854,66142.59,43.7969943,-120.6606097,4164.43,4183.63,1.71,1.54,0.86,1.27,0.75,-2352979.25,-3969082.02,4394720.67,-0.03,4.47,-6.45
107486,118164706726277,3,10,1854,66142.64,43.7969934,-120.660611,4164.07,4183.27,1.71,1.54,0.86,1.27,0.75,-2352979.24,-3969081.8,4394720.35,-0.1,4.42,-6.24
107489,118164756136332,3,10,1854,66142.69,43.7969926,-120.6606121,4163.7,4182.9,1.71,1.54,0.86,1.27,0.75,-2352979.21,-3969081.58,4394720.04,0.56,4.52,-6.38
107491,118164806354449,3,10,1854,66142.74,43.7969919,-120.6606129,4163.32,4182.52,1.71,1.54,0.86,1.27,0.75,-2352979.15,-3969081.35,4394719.72,0.59,4.5,-6.28
107494,118164855659951,3,10,1854,66142.79,43.7969912,-120.6606138,4162.94,4182.14,1.71,1.54,0.86,1.27,0.75,-2352979.11,-3969081.13,4394719.4,0.19,4.51,-6.15
107496,118164905969352,3,10,1854,66142.84,43.7969904,-120.6606148,4162.58,4181.78,1.71,1.54,0.86,1.27,0.75,-2352979.07,-3969080.91,4394719.08,0.54,4.36,-6.39
107499,118164955255856,3,10,1854,66142.89,43.7969898,-120.6606154,4162.22,4181.42,1.71,1.54,0.86,1.27,0.75,-2352979.01,-3969080.71,4394718.79,0.85,4.45,-6.05
107501,118165010042712,3,10,1854,66142.94,43.7969891,-120.6606162,4161.85,4181.05,1.71,1.54,0.86,1.27,0.75,-2352978.95,-3969080.49,4394718.48,0.91,4.45,-6.14
107504,118165054926213,3,10,1854,66142.99,43.7969884,-120.6606169,4161.48,4180.68,1.71,1.54,0.86,1.27,0.75,-2352978.89,-3969080.28,4394718.16,0.76,4.32,-6.14
107506,118165105658991,3,10,1854,66143.04,43.7969877,-120.6606177,4161.11,4180.31,1.71,1.54,0.86,1.27,0.75,-2352978.84,-3969080.06,4394717.85,1.0,4.29,-6.05
107509,118165154710969,3,10,1854,66143.09,43.7969869,-120.6606184,4160.74,4179.94,1.71,1.54,0.86,1.27,0.75,-2352978.78,-3969079.86,4394717.53,0.94,4.3,-6.1
107511,118165206784211,3,10,1854,66143.14,43.7969863,-120.6606189,4160.37,4179.57,1.71,1.54,0.86,1.27,0.75,-2352978.71,-3969079.65,4394717.22,1.36,4.32,-5.98
